,Normal Error Percents,CKKS Error Percents
-6920,108867942.96219563,108875409.8838973
-6930,110338488.24103686,110346041.26585399
-6940,111827639.90524854,111835299.66302034
-6950,113335617.49634606,113343399.09163557
-6960,114862642.95921749,114870519.91898388
-6970,116408940.66638967,116416941.0064795
-6980,117974737.44251885,117982754.02362803
-6990,119560262.58910799,119568446.33887927
-7000,121165747.90945102,121174041.14764777
-7010,122791427.73380756,122799836.03543134
-7020,124437538.94480985,124446068.0904914
-7030,126104321.003105,126112979.15566418
-7040,127792015.97323132,127800773.67930643
-7050,129500868.54973166,129509739.2329153
-7060,131231126.0835096,131240134.95394734
-7070,132983038.60842602,132992170.50923412
-7080,134756858.86813962,134766135.84792966
-7090,136552842.34319186,136562187.16215995
-7100,138371247.27834246,138380749.99228665
-7110,140212334.71015465,140221965.8787265
-7120,142076368.4948306,142086131.77330226
-7130,143963615.33630157,143973507.1964173
-7140,145874344.81457606,145884358.70817143
-7150,147808829.4143457,147819024.53821167
-7160,149767344.55385044,149777637.9034824
-7170,151750168.61400697,151760598.20586833
-7180,153757582.96780363,153768147.20936546
-7190,155789872.00996092,155800575.6772456
-7200,157847323.18686193,157858182.5286729
-7210,159930227.02675295,159941226.19742665
-7220,162038877.1702191,162050024.8820628
-7230,164173570.4009379,164184865.91180444
-7240,166334606.67670715,166346012.7959209
-7250,168522289.1607547,168533904.30781373
-7260,170736924.2533327,170748674.4943022
-7270,172978821.62359735,172990714.91676435
-7280,175248294.24177268,175260361.98716354
-7290,177545658.41160697,177557868.33243313
-7300,179871233.8031211,179883631.49420667
-7310,182225343.48565227,182237917.44303876
-7320,184608313.96119344,184621041.15861687
-7330,187020475.19803074,187033369.89933452
-7340,189462160.66468766,189475206.82371658
-7350,191933707.36416936,191946980.1847215
-7360,194435455.8685165,194448852.4674508
-7370,196967750.3536648,196981340.52571172
-7380,199530938.6346202,199544692.72104016
-7390,202125372.2009492,202139342.1850278
-7400,204751406.2525817,204765534.0026055
-7410,207409399.73593584,207423691.7795916
-7420,210099715.3803658,210114251.733079
-7430,212822719.73493457,212837407.16683453
-7440,215578783.20551232,215593662.11995763
-7450,218368280.09220377,218383344.32390928
-7460,221191588.6271125,221206871.4420952
-7470,224049091.01243782,224064559.23285863
-7480,226941173.45891055,226956842.74675423
-7490,229868226.22456673,229884124.29968187
-7500,232830643.65386957,232846712.21278924
-7510,235828824.21717608,235845112.92954245
-7520,238863170.5505514,238879616.65107128
-7530,241934089.4959346,241950790.99933967
-7540,245041992.14166212,245058875.36400583
-7550,248187293.86334768,248204462.69125357
-7560,251370414.36512187,251387798.2623401
-7570,254591777.72123367,254609313.78729054
-7580,257851812.41802144,257869581.61171126
-7590,261150951.39625216,261169019.78204554
-7600,264489632.09383246,264507940.64376667
-7610,267868296.48889187,267886840.35743862
-7620,271287391.1432485,271306141.541446
-7630,274747367.24625665,274766446.2926085
-7640,278248680.6590324,278267873.80846554
-7650,281791791.95907104,281811331.5068554
-7660,285377166.4852546,285396883.6594206
-7670,289005274.3832517,289025298.73752224
-7680,292676590.6513155,292696837.4222769
-7690,296391595.1864764,296412100.55015844
-7700,300150772.8311435,300171520.8751488
-7710,303954613.42011166,303975650.8582714
-7720,307803611.8279735,307824928.5342663
-7730,311698268.01694447,311719866.2687291
-7740,315639087.085108,315660947.2407734
-7750,319626579.31507814,319648747.9333529
-7760,323661260.22308105,323683668.9497426
-7770,327743650.60846376,327766350.5702371
-7780,331874276.603634,331897306.13298446
-7790,336053669.72443295,336076863.4904193
-7800,340282366.92093855,340305951.8514893
-7810,344560910.62871236,344584817.76042366
-7820,348889848.820487,348914109.804231
-7830,353269735.05830413,353294163.0040533
-7840,357701128.5460963,357725952.2171815
-7850,362184594.1827217,362209632.28144974
-7860,366720702.6154604,366746124.058806
-7870,371310030.2939715,371335831.03306824
-7880,375953159.5247078,375979216.9452578
-7890,380650678.52579856,380677088.57461035
-7900,385403181.4824115,385429869.48438966
-7910,390211268.60258234,390238383.6171548
-7920,395075546.1735247,395102942.08142215
-7930,399996626.6184201,400024391.7191563
-7940,404975128.5536976,405003249.44183064
-7950,410011676.8468038,410040160.6013006
-7960,415106902.67446166,415135703.38306564
-7970,420261443.5814283,420290608.4651846
-7980,425475943.5397564,425505535.39096427
-7990,430751053.00856,430781019.2017405
-8000,436087428.9942889,436117706.2989707
-8010,441485735.1115132,441516363.5117443
-8020,446946641.64422697,446977699.1516521
-8030,452470825.6076784,452502223.13266003
-8040,458058970.81071615,458090799.83488435
-8050,463711767.91866535,463743943.5341878
-8060,469429914.5167432,469462531.2352999
-8070,475214115.1740094,475247039.5778424
-8080,481065081.50785416,481098536.45783824
-8090,486983532.24903315,487017421.60464835
-8100,492970193.3072534,493004374.99511725
-8110,499025797.8373165,499060482.55789727
-8120,505151086.30581385,505186229.85576123
-8130,511346806.5583825,511382244.6851691
-8140,517613713.88754004,517649631.56995213
-8150,523952571.1010731,523988996.7209856
-8160,530364148.5910204,530400995.1770437
-8170,536849224.4032194,536886568.7859432
-8180,543408584.3074429,543446459.6870561
-8190,550043021.8681278,550081301.4337947
-8200,556753338.5156947,556792090.3510494
-8210,563540343.6184661,563579616.2967689
-8220,570404854.5551786,570444558.6066495
-8230,577347696.7881136,577387888.4764925
-8240,584369703.9368387,584410297.7623278
-8250,591471717.8525568,591513027.2024109
-8260,598654588.6930776,598696299.9518201
-8270,605919174.9984215,605961423.427857
-8280,613266343.7670518,613309127.1910157
-8290,620696970.5327377,620740225.8826045
-8300,628211939.4420542,628255571.0074229
-8310,635812143.3325382,635856460.9287229
-8320,643498483.8114861,643543389.111184
-8330,651271871.3354092,651317343.0454317
-8340,659133225.2901385,659179071.0870075
-8350,667083474.0716099,667129936.8143237
-8360,675123555.1673095,675170670.1980807
-8370,683254415.238394,683301988.9242626
-8380,691477010.2024883,691525272.5444962
-8390,699792305.3171703,699841119.1931405
-8400,708201275.2641524,708250710.7341456
-8410,716704904.2341465,716754914.530864
-8420,725304186.0124288,725354801.6443378
-8430,734000124.0651197,734051535.9496553
-8440,742793731.6261736,742845606.8045963
-8450,751686031.7850723,751738514.3191783
-8460,760678057.5752507,760731188.7442904
-8470,769770852.0632441,769824584.775344
-8480,778965468.438576,779019875.7844329
-8490,788262970.1043744,788318065.1350482
-8500,797664430.7687259,797720149.354444
-8510,807170934.5367948,807227262.8912596
-8520,816783576.0036905,816840703.8070945
-8530,826503460.3480844,826561260.2854773
-8540,836331703.426601,836390117.2855676
-8550,846269431.8689829,846328293.2497624
-8560,856317783.1740257,856377590.7142603
-8570,866477905.8063024,866538612.9290199
-8580,876750959.2936668,876812151.9027498
-8590,887138114.3255554,887200149.5745847
-8600,897640552.8521001,897703371.4898751
-8610,908259468.184031,908323002.1832898
-8620,918996065.0933954,919060261.7293246
-8630,929851559.9150958,929916951.9290209
-8640,940827180.6492634,940892946.3877605
-8650,951924167.0644443,951990829.3328367
-8660,963143770.8016244,963211126.3882298
-8670,974487255.4791039,974555473.8503518
-8680,985955896.7982253,986024931.5459082
-8690,997550982.6499412,997620752.2941871
-8700,1009273813.2222477,1009344546.3587444
-8710,1021125701.1084908,1021197220.5383835
-8720,1033107971.4165483,1033180295.6558827
-8730,1045221961.8788831,1045295186.270049
-8740,1057469022.9634807,1057543020.6742218
-8750,1069850517.9856942,1069925407.2162904
-8760,1082367823.2209823,1082443630.830341
-8770,1095022328.0185463,1095099218.7627258
-8780,1107815434.9158854,1107892881.2839096
-8790,1120748559.7542725,1120827028.9577403
-8800,1133823131.7951615,1133902566.5276554
-8810,1147040593.8375149,1147121058.456544
-8820,1160402402.3360724,1160483488.539386
-8830,1173910027.5205808,1173992300.6811244
-8840,1187564953.5159652,1187648147.478322
-8850,1201368678.4634633,1201452819.8650408
-8860,1215322714.6427202,1215407925.7199943
-8870,1229428588.5948656,1229514791.159075
-8880,1243687841.2465818,1243774991.3448443
-8890,1258102028.035138,1258190220.6902735
-8900,1272672719.0344305,1272762167.4563634
-8910,1287401499.082031,1287491772.2717671
-8920,1302289967.9072418,1302381132.792265
-8930,1317339740.2601676,1317432078.5303109
-8940,1332552446.0418024,1332645979.9955146
-8950,1347929730.4351652,1348024330.8250704
-8960,1363473254.0374715,1363568668.8337574
-8970,1379184692.993347,1379281688.179528
-8980,1395065739.1290808,1395163674.8257961
-8990,1411118100.0879748,1411217019.1792107
-9000,1427343499.4667482,1427443785.14379
-9010,1443743676.953003,1443845004.7109346
-9020,1460320388.4637904,1460422960.1917806
-9030,1477075406.2852707,1477178912.253602
-9040,1494010519.2134783,1494115589.8051538
-9050,1511127532.6961777,1511234103.8140454
-9060,1528428268.9758518,1528535666.8070781
-9070,1545914567.2338006,1546023146.1623697
-9080,1563588283.7354054,1563698247.9957795
-9090,1581451291.9764874,1581561927.8580801
-9100,1599505482.830842,1599617866.1778753
-9110,1617752764.698931,1617866656.6369128
-9120,1636195063.657738,1636309959.2380195
-9130,1654834323.611794,1654950881.3071263
-9140,1673672506.4453738,1673790208.4651134
-9150,1692711592.1759024,1692830882.569907
-9160,1711953579.1085653,1712074002.6013374
-9170,1731400483.992097,1731522341.2987952
-9180,1751054342.1758049,1751177560.1888857
-9190,1770917207.7678077,1771041551.4568295
-9200,1790991153.7945418,1791117066.9079044
-9210,1811278272.3614554,1811405504.4665427
-9220,1831780674.8149807,1831909509.576412
-9230,1852500491.9057765,1852630918.052115
-9240,1873439873.9532213,1873571768.69343
-9250,1894600991.011201,1894734028.2055042
-9260,1915986033.0351486,1916120774.0610805
-9270,1937597210.0504224,1937733700.3870838
-9280,1959436752.3219612,1959574412.2061555
-9290,1981506910.5252788,1981646472.580095
-9300,2003809955.918732,2003950759.1512973
-9310,2026348180.5171669,2026490974.7512355
-9320,2049123897.266924,2049268302.7212527
-9330,2072139440.2221143,2072285133.2684035
-9340,2095397164.7223332,2095544776.1535757
-9350,2118899447.5717096,2119048600.532328
-9360,2142648687.2193537,2142799907.1339176
-9370,2166647303.941167,2166800134.177425
-9380,2190897740.023069,2191050603.2319365
-9390,2215402459.945642,2215558291.6308374
-9400,2240163950.5701656,2240321355.261933
-9410,2265184721.3261166,2265344396.5118146
-9420,2290467304.400089,2290628903.530972
-9430,2316014254.926129,2316177629.4414744
-9440,2341828151.1775994,2341993312.4659457
-9450,2367911594.7604647,2368078677.898795
-9460,2394267210.8080664,2394436232.817079
-9470,2420897648.177372,2421068616.7463136
-9480,2447805579.6467566,2447978153.3485556
-9490,2474993702.1152773,2475168039.014701
-9500,2502464736.803473,2502641446.630099
-9510,2530221429.455655,2530400006.4354787
-9520,2558266550.5438166,2558447630.028051
-9530,2586602895.4730377,2586784684.5701504
-9540,2615233284.7884707,2615418135.025315
-9550,2644160564.383894,2644347632.43073
-9560,2673387605.711844,2673576359.83435
-9570,2702917305.995377,2703107926.8417373
-9580,2732752588.441418,2732945454.25472
-9590,2762896402.4556875,2763091482.2391663
-9600,2793351723.859308,2793548962.3165436
-9610,2824121555.1070704,2824320838.72864
-9620,2855208925.507284,2855410797.693192
-9630,2886616891.443314,2886820851.756246
-9640,2918348536.596828,2918555150.5476227
-9650,2950406972.172697,2950615775.030184
-9660,2982795337.125614,2983006230.6082907
-9670,3015516798.388351,3015729986.485051
-9680,3048574551.101861,3048789739.3100824
-9690,3081971818.847015,3082190200.9231625
-9700,3115711853.8781095,3115932680.6113615
-9710,3149797937.3581448,3150020588.816143
-9720,3184233379.5958395,3184458499.2286525
-9730,3219021520.2844834,3219248955.3324842
-9740,3254165728.742518,3254395418.0224476
-9750,3289669404.1559463,3289902508.404538
-9760,3325535975.822589,3325770873.2600393
-9770,3361768903.398118,3362006213.3256145
-9780,3398371677.143985,3398612624.4241333
-9790,3435347818.1771526,3435590501.1101136
-9800,3472700878.721718,3472946266.593423
-9810,3510434442.3624396,3510682208.0814614
-9820,3548552124.3001328,3548803113.216161
-9830,3587057571.608918,3587310894.5383983
-9840,3625954463.4954967,3626210765.3731422
-9850,3665246511.5602927,3665506141.266362
-9860,3704937460.0605326,3705198651.115623
-9870,3745031086.175288,3745296434.6233463
-9880,3785531200.27251,3785800211.313943
-9890,3826441646.1780505,3826711914.594952
-9900,3867766301.4466534,3868039724.3877044
-9910,3909509077.634957,3909784808.1633677
-9920,3951673920.576527,3951953588.1903625
-9930,3994264810.658983,3994547683.93643
-9940,4037285763.103079,4037571851.653776
-9950,4080740828.2439046,4081030516.8251557
-9960,4124634091.8141603,4124927140.758995
-9970,4168969675.229548,4169264117.298888
-9980,4213751735.876225,4214050153.2916265
-9990,4258984467.4003854,4259286001.5299926
